1,Brenden Aaronson,us USA,MFFW,Union Berlin,23-197,2000,28,12,1135,12.6,2,1,3,0,0,3,1,178,168.6,2,0
2,Paxten Aaronson,us USA,MF,Union Berlin,23-197,2000,7,1,101,1.1,0,1,1,0,0,0,0,18,17.9,0,0
3,Junior Adamu,us USA,FWMF,Union Berlin,23-197,2000,15,0,105,1.2,0,0,0,0,0,0,0,12,20.4,0,0
4,Sargis Adamyan,us USA,FWMF,Union Berlin,23-197,2000,19,7,756,8.4,1,2,3,0,0,2,0,95,96.9,1,0
5,Karim Adeyemi,us USA,FWMF,Union Berlin,23-197,2000,20,9,853,9.5,3,1,4,0,0,6,1,110,111.9,3,0
6,Amine Adli,us USA,MFFW,Union Berlin,23-197,2000,21,7,814,9.0,3,5,8,0,0,5,0,105,108.8,3,0
7,Felix Agu,us USA,DFMF,Union Berlin,23-197,2000,22,17,1463,16.3,0,0,0,0,0,2,0,153,174.4,0,0
8,Ludovic Ajorque,us USA,FW,Union Berlin,23-197,2000,25,15,1342,14.9,2,0,2,0,2,4,0,188,165.2,2,0
9,Kevin Akpoguma,us USA,DF,Union Berlin,23-197,2000,15,9,917,10.2,0,0,0,0,0,7,0,116,111.6,0,0
10,Faride Alidou,us USA,FWMF,Union Berlin,23-197,2000,24,12,1163,12.9,4,0,4,0,0,4,0,134,146.2,4,0
11,Skelly Alvero,us USA,MF,Union Berlin,23-197,2000,6,1,123,1.4,1,0,1,0,0,1,0,27,18.5,1,0
12,Nadiem Amiri,us USA,MF,Union Berlin,23-197,2000,13,13,1136,12.6,1,3,4,0,1,5,0,144,154.7,1,0
13,Nadiem Amiri,us USA,MF,Union Berlin,23-197,2000,8,1,86,1.0,0,0,0,0,0,0,0,144,154.7,1,0
14,Kofi Amoako,us USA,MF,Union Berlin,23-197,2000,2,0,2,0.0,0,0,0,0,0,0,0,0,0.5,0,0
15,Robert Andrich,us USA,MFDF,Union Berlin,23-197,2000,26,16,1510,16.8,3,2,5,0,0,4,0,144,199.2,3,0
16,Waldemar Anton,us USA,DF,Union Berlin,23-197,2000,31,30,2706,30.1,0,3,3,0,0,6,0,263,334.6,0,90.24
17,Christopher Antwi-Adjei,us USA,FWMF,Union Berlin,23-197,2000,24,11,1202,13.4,1,2,3,0,0,5,0,107,143.9,1,0
18,Asaf Arania,us USA,MF,Union Berlin,23-197,2000,1,0,6,0.1,0,0,0,0,0,0,0,0,1.1,0,0
19,Maximilian Arnold,us USA,MF,Union Berlin,23-197,2000,28,25,2326,25.8,2,1,3,0,0,9,0,200,301.6,2,86.17
20,Arthur,us USA,DF,Union Berlin,23-197,2000,3,1,94,1.0,0,0,0,0,0,0,0,0,0,0,0
21,Takuma Asano,us USA,FWMF,Union Berlin,23-197,2000,27,25,1943,21.6,6,1,7,0,0,2,0,140,245.3,6,0
22,Noah Atubolu,us USA,GK,Union Berlin,23-197,2000,32,32,2880,32.0,0,0,0,0,0,0,0,0,184,0,0
23,Matthias Bader,us USA,DFMF,Union Berlin,23-197,2000,23,20,1712,19.0,1,2,3,0,0,1,0,198,211.8,1,0
24,Ridle Baku,us USA,DFMF,Union Berlin,23-197,2000,31,20,1860,20.7,1,0,1,0,0,4,0,199,224.6,1,0
25,Samuel Bamba,us USA,FW,Union Berlin,23-197,2000,2,0,47,0.5,0,0,0,0,0,0,0,7,6.4,0,0
26,Aymen Barkok,us USA,MFFW,Union Berlin,23-197,2000,13,1,321,3.6,1,0,1,0,1,2,0,46,49,1,0
27,Leandro Barreiro Martins,us USA,MF,Union Berlin,23-197,2000,29,27,2426,27.0,3,0,3,0,0,7,0,289,323.6,3,79.85
28,Daniel Batz,us USA,GK,Union Berlin,23-197,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,22.5,0,0
29,Maximilian Bauer,us USA,DF,Union Berlin,23-197,2000,14,9,810,9.0,1,0,1,0,0,3,0,76,95.5,1,0
30,Elias Baum,us USA,DFMF,Union Berlin,23-197,2000,4,0,28,0.3,0,0,0,0,0,0,0,7,6.9,0,0
31,Oliver Baumann,us USA,GK,Union Berlin,23-197,2000,32,32,2880,32.0,0,1,1,0,0,1,0,0,176.1,0,0
32,Christoph Baumgartner,us USA,MFFW,Union Berlin,23-197,2000,30,10,1078,12.0,5,1,6,0,0,3,0,147,150.8,5,0
33,Ihlas Bebou,us USA,FWDF,Union Berlin,23-197,2000,30,14,1462,16.2,5,3,8,0,0,3,0,180,187.4,5,0
34,Adrian Beck,us USA,MFFW,Union Berlin,23-197,2000,22,11,972,10.8,1,1,2,0,0,1,0,115,143.9,1,0
35,Sheraldo Becker,us USA,FWMF,Union Berlin,23-197,2000,11,7,645,7.2,0,1,1,0,0,0,0,43,75.3,0,0
36,Chris Bedia,us USA,FWMF,Union Berlin,23-197,2000,6,0,108,1.2,1,0,1,0,0,0,0,9,14.3,1,0
37,Donny van de Beek,us USA,MFFW,Union Berlin,23-197,2000,8,4,357,4.0,0,0,0,0,0,1,0,39,49,0,0
38,Kevin Behrens,us USA,FW,Union Berlin,23-197,2000,12,7,601,6.7,1,1,2,0,0,1,0,261,237.5,5,0
39,Kevin Behrens,us USA,FW,Union Berlin,23-197,2000,18,14,1262,14.0,4,0,4,0,0,3,0,261,237.5,5,0
40,Maximilian Beier,us USA,FW,Union Berlin,23-197,2000,31,27,2260,25.1,13,1,14,0,0,0,0,182,281.1,0,73.26
41,Stefan Bell,us USA,DF,Union Berlin,23-197,2000,10,8,666,7.4,0,0,0,0,0,3,0,70,75.7,0,0
42,Ramy Bensebaini,us USA,DF,Union Berlin,23-197,2000,17,11,1033,11.5,0,0,0,0,0,4,1,163,123.5,0,0
43,Mergim Berisha,us USA,FW,Union Berlin,23-197,2000,6,0,144,1.6,0,0,0,0,0,0,0,0,0,0,0
44,Mergim Berisha,us USA,FW,Union Berlin,23-197,2000,2,2,122,1.4,0,0,0,0,0,0,0,0,0,0,0
45,Bernardo,us USA,DF,Union Berlin,23-197,2000,31,31,2789,31.0,1,0,1,0,0,9,0,0,0,0,0
46,Matúš Bero,us USA,MFFW,Union Berlin,23-197,2000,22,20,1586,17.6,1,1,2,0,0,6,0,137,208.5,1,0
47,Jan-Niklas Beste,us USA,FWMF,Union Berlin,23-197,2000,29,29,2429,27.0,7,10,17,0,1,4,0,218,282.4,7,68.73
48,Pep Biel,us USA,MFFW,Union Berlin,23-197,2000,10,0,268,3.0,0,0,0,0,0,1,0,24,39.7,0,0
49,Tom Bischof,us USA,MFFW,Union Berlin,23-197,2000,12,1,168,1.9,0,1,1,0,0,0,0,23,30.5,0,0
50,Leonardo Bittencourt,us USA,MF,Union Berlin,23-197,2000,27,17,1419,15.8,1,2,3,0,0,9,0,156,182.5,1,0
51,Hendry Blank,us USA,DF,Union Berlin,23-197,2000,1,0,45,0.5,0,0,0,0,0,0,0,5,5,0,0
52,Janis Blaswich,us USA,GK,Union Berlin,23-197,2000,20,20,1800,20.0,0,0,0,0,0,0,0,0,122.9,0,0
53,Sacha Boey,us USA,DF,Union Berlin,23-197,2000,2,1,109,1.2,0,0,0,0,0,1,0,12,13.7,0,0
54,Victor Boniface,us USA,FW,Union Berlin,23-197,2000,21,16,1416,15.7,12,8,20,3,3,2,0,161,154.1,0,0
55,Leonardo Bonucci,us USA,DF,Union Berlin,23-197,2000,7,6,460,5.1,1,0,1,1,1,0,0,26,51.7,1,0
56,Yvandro Borges Sanches,us USA,MFFW,Union Berlin,23-197,2000,3,0,18,0.2,0,0,0,0,0,0,0,5,3.5,0,0
57,Sebastiaan Bornauw,us USA,DF,Union Berlin,23-197,2000,18,14,1251,13.9,0,0,0,0,0,5,0,99,137.8,0,0
58,Rafael Borré,us USA,FW,Union Berlin,23-197,2000,19,11,991,11.0,4,0,4,0,0,0,0,95,126.9,4,0
59,Julian Brandt,us USA,MFFW,Union Berlin,23-197,2000,30,26,2148,23.9,6,11,17,0,0,2,0,160,282.4,6,87.61
60,Fabian Bredlow,us USA,GK,Union Berlin,23-197,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,25,0,0
61,Tim Breithaupt,us USA,MF,Union Berlin,23-197,2000,14,4,515,5.7,0,0,0,0,0,3,0,50,74,0,0
62,Maximilian Breunig,us USA,FW,Union Berlin,23-197,2000,2,0,9,0.1,0,0,0,0,0,0,0,2,2.5,0,0
63,John Brooks,us USA,DF,Union Berlin,23-197,2000,21,18,1539,17.1,2,0,2,0,0,6,1,0,0,0,0
64,Moritz Broschinski,us USA,FW,Union Berlin,23-197,2000,25,13,1181,13.1,2,3,5,0,0,4,0,132,141.1,2,0
65,Alexander Brunst,us USA,GK,Union Berlin,23-197,2000,2,2,180,2.0,0,0,0,0,0,2,0,0,13.8,0,0
66,Marius Bülter,us USA,DFFW,Union Berlin,23-197,2000,28,13,1220,13.6,1,4,5,0,0,3,1,132,160.7,1,0
67,Jonathan Burkardt,us USA,FWMF,Union Berlin,23-197,2000,19,16,1359,15.1,7,2,9,1,1,2,0,164,175.6,7,0
68,Oliver Burke,us USA,FW,Union Berlin,23-197,2000,1,0,32,0.4,0,0,0,0,0,0,0,2,4,0,0
69,Marnon Busch,us USA,DF,Union Berlin,23-197,2000,16,5,595,6.6,0,0,0,0,0,1,0,55,72.7,0,0
70,Aurélio Buta,us USA,DFMF,Union Berlin,23-197,2000,28,19,1638,18.2,1,1,2,0,0,5,0,194,202.2,1,0
71,Jamie Bynoe-Gittens,us USA,FWMF,Union Berlin,23-197,2000,23,13,965,10.7,1,4,5,0,0,1,0,133,122.6,1,0
72,Anthony Caci,us USA,DF,Union Berlin,23-197,2000,29,28,2393,26.6,2,3,5,0,0,8,0,208,297.9,2,80.07
73,Emre Can,us USA,MFDF,Union Berlin,23-197,2000,24,21,1863,20.7,2,2,4,2,2,5,0,241,228.2,2,0
74,Irvin Cardona,us USA,MFDF,Union Berlin,23-197,2000,3,0,54,0.6,0,0,0,0,0,1,0,2,8,0,0
75,Rasmus Carstensen,us USA,DFFW,Union Berlin,23-197,2000,22,18,1623,18.0,0,0,0,0,0,2,1,162,209.7,0,0
76,Fabio Carvalho,us USA,MF,Union Berlin,23-197,2000,9,1,165,1.8,0,0,0,0,0,0,0,0,0,0,0
77,Koen Casteels,us USA,GK,Union Berlin,23-197,2000,23,23,2070,23.0,0,0,0,0,0,2,0,0,132.4,0,0
78,Václav Černý,us USA,FWMF,Union Berlin,23-197,2000,20,12,894,9.9,4,1,5,0,0,2,0,57,125,4,0
79,Julian Chabot,us USA,DF,Union Berlin,23-197,2000,30,30,2523,28.0,0,0,0,0,0,9,1,0,0,0,0
80,El Chadaille Bitshiabu,us USA,DFMF,Union Berlin,23-197,2000,4,0,19,0.2,0,0,0,0,0,0,0,1,4.4,0,0
81,Fares Chaïbi,us USA,MFFW,Union Berlin,23-197,2000,26,19,1748,19.4,2,4,6,0,0,2,0,0,0,0,0
82,Timothy Chandler,us USA,MFDF,Union Berlin,23-197,2000,6,0,18,0.2,0,1,1,0,0,0,0,3,6.9,0,0
83,Fabio Chiarodia,us USA,DF,Union Berlin,23-197,2000,6,1,141,1.6,0,0,0,0,0,0,0,13,17.9,0,0
84,Jacob Christensen,us USA,MF,Union Berlin,23-197,2000,7,2,219,2.4,0,0,0,0,0,1,0,27,32.2,0,0
85,Nnamdi Collins,us USA,DF,Union Berlin,23-197,2000,2,1,90,1.0,0,0,0,0,0,0,0,5,10.8,0,0
86,Kingsley Coman,us USA,FW,Union Berlin,23-197,2000,17,15,1113,12.4,3,3,6,0,0,1,0,139,130.4,3,0
87,Bambasé Conté,us USA,MFFW,Union Berlin,23-197,2000,7,0,48,0.5,0,0,0,0,0,0,0,16,11.5,0,0
88,Danny da Costa,us USA,DF,Union Berlin,23-197,2000,18,9,816,9.1,0,1,1,0,0,1,0,90,99.8,0,0
89,Nicolas Cozza,us USA,DF,Union Berlin,23-197,2000,6,3,276,3.1,0,0,0,0,0,1,0,21,35.2,0,0
90,Tomáš Čvančara,us USA,FW,Union Berlin,23-197,2000,19,7,837,9.3,4,1,5,1,2,4,0,65,110.8,4,0
91,Finn Dahmen,us USA,GK,Union Berlin,23-197,2000,31,31,2790,31.0,0,0,0,0,0,4,0,0,196.3,0,0
92,Mahmoud Dahoud,us USA,MF,Union Berlin,23-197,2000,13,1,227,2.5,1,0,1,0,0,0,0,24,37.5,1,0
93,Lukas Daschner,us USA,MFFW,Union Berlin,23-197,2000,19,3,506,5.6,1,1,2,0,0,2,0,63,71.1,1,0
94,David Datro Fofana,us USA,FWMF,Union Berlin,23-197,2000,12,8,682,7.6,1,0,1,0,0,0,0,94,82.3,1,0
95,Alphonso Davies,us USA,DF,Union Berlin,23-197,2000,27,22,1885,20.9,1,4,5,0,0,0,0,231,226.4,1,0
96,Olivier Deman,us USA,DF,Union Berlin,23-197,2000,27,14,1336,14.8,2,1,3,0,0,5,0,144,188,2,0
97,Ermedin Demirović,us USA,FWMF,Union Berlin,23-197,2000,31,31,2694,29.9,15,9,24,3,4,6,0,263,320.9,0,70.44
98,Sepp van den Berg,us USA,DF,Union Berlin,23-197,2000,31,29,2659,29.5,2,0,2,0,0,9,0,356,304.9,2,87.54
99,Samuele Di Benedetto,us USA,MF,Union Berlin,23-197,2000,1,0,7,0.1,0,0,0,0,0,0,0,5,1.4,0,0
100,Justin Diehl,us USA,FWMF,Union Berlin,23-197,2000,7,1,168,1.9,0,0,0,0,0,0,0,16,22.7,0,0
101,Eric Dier,us USA,DF,Union Berlin,23-197,2000,14,12,1076,12.0,0,0,0,0,0,1,0,95,111.3,0,0
102,Florian Dietz,us USA,FWDF,Union Berlin,23-197,2000,4,0,55,0.6,0,0,0,0,0,0,0,5,9.3,0,0
103,Junior Dina Ebimbe,us USA,MFDF,Union Berlin,23-197,2000,29,24,1882,20.9,4,3,7,0,0,5,0,0,0,0,0
104,Eren Dinkçi,us USA,FWMF,Union Berlin,23-197,2000,31,31,2507,27.9,8,4,12,0,0,8,0,214,306.8,8,66.47
105,Ritsu Doan,us USA,MFDF,Union Berlin,23-197,2000,28,24,2066,23.0,5,2,7,0,0,1,0,0,0,0,0
106,Danilho Doekhi,us USA,DF,Union Berlin,23-197,2000,22,22,1980,22.0,2,0,2,0,0,2,0,219,230.6,2,85.24
107,Niklas Dorsch,us USA,MF,Union Berlin,23-197,2000,19,14,1222,13.6,0,0,0,0,0,5,0,119,154.1,0,0
108,Nikola Dovedan,us USA,MF,Union Berlin,23-197,2000,20,5,630,7.0,3,1,4,0,0,0,1,79,89.6,3,0
109,Damion Downs,us USA,FWMF,Union Berlin,23-197,2000,8,0,120,1.3,1,0,1,0,0,0,0,8,18.9,1,0
110,Dion Drena Beljo,us USA,FWMF,Union Berlin,23-197,2000,24,3,574,6.4,2,0,2,0,0,2,0,0,0,0,0
111,Tim Drexler,us USA,DF,Union Berlin,23-197,2000,7,6,528,5.9,0,0,0,0,0,1,0,49,65,0,0
112,Marvin Ducksch,us USA,FW,Union Berlin,23-197,2000,31,30,2519,28.0,12,7,19,5,6,9,0,105,286.5,0,67.64
113,Julien Duranville,us USA,FWMF,Union Berlin,23-197,2000,2,0,12,0.1,0,0,0,0,0,0,0,4,2.5,0,0
114,Maximilian Eggestein,us USA,MF,Union Berlin,23-197,2000,31,31,2734,30.4,1,2,3,0,0,5,0,245,341.1,1,84.41
115,Lilian Egloff,us USA,MFDF,Union Berlin,23-197,2000,5,1,106,1.2,0,0,0,0,0,1,0,12,14.7,0,0
116,Hugo Ekitike,us USA,FW,Union Berlin,23-197,2000,12,5,538,6.0,3,1,4,0,0,3,0,0,0,0,0
117,Elif Elmas,us USA,MFFW,Union Berlin,23-197,2000,12,1,166,1.8,0,0,0,0,0,0,0,0,0,0,0
118,Nico Elvedi,us USA,DF,Union Berlin,23-197,2000,29,27,2398,26.6,2,1,3,0,0,5,0,263,267.1,2,0
119,Arne Engels,us USA,MFDF,Union Berlin,23-197,2000,30,13,1339,14.9,3,2,5,0,0,1,1,120,181.9,3,0
120,Ohis Felix Uduokhai,us USA,DF,Union Berlin,23-197,2000,31,31,2741,30.5,2,0,2,0,0,4,1,296,321.9,2,85.26
121,Edimilson Fernandes,us USA,DF,Union Berlin,23-197,2000,20,13,1275,14.2,0,2,2,0,0,4,0,111,150.9,0,0
122,Nacho Ferri,us USA,FWMF,Union Berlin,23-197,2000,7,0,73,0.8,1,0,1,0,0,0,0,17,12.5,1,0
123,Max Finkgräfe,us USA,DF,Union Berlin,23-197,2000,23,17,1666,18.5,1,0,1,0,0,4,0,224,201.1,1,0
124,Kilian Fischer,us USA,DF,Union Berlin,23-197,2000,5,3,201,2.2,0,0,0,0,0,1,0,15,26.3,0,0
125,Jonas Föhrenbach,us USA,DF,Union Berlin,23-197,2000,31,30,2633,29.3,0,0,0,0,0,2,0,204,320.8,0,76.98
126,Emil Forsberg,us USA,MFFW,Union Berlin,23-197,2000,14,5,464,5.2,2,1,3,0,1,0,0,37,62.2,2,0
127,Philipp Förster,us USA,MFFW,Union Berlin,23-197,2000,13,3,385,4.3,0,0,0,0,0,1,0,41,55.4,0,0
128,Bartol Franjić,us USA,MF,Union Berlin,23-197,2000,20,14,1229,13.7,0,1,1,0,0,5,0,95,152.3,0,0
129,Marco Friedl,us USA,DF,Union Berlin,23-197,2000,23,23,2017,22.4,0,0,0,0,0,6,0,177,222,0,89.18
130,Marvin Friedrich,us USA,DF,Union Berlin,23-197,2000,22,15,1386,15.4,0,0,0,0,0,0,0,109,158.7,0,0
131,Jeremie Frimpong,us USA,DF,Union Berlin,23-197,2000,30,26,2170,24.1,9,7,16,0,0,6,0,219,246.8,0,80.95
132,Chris Führich,us USA,FWMF,Union Berlin,23-197,2000,32,31,2441,27.1,8,7,15,0,1,2,0,229,281.3,8,85.53
133,Shiō Fukuda,us USA,MFFW,Union Berlin,23-197,2000,4,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0
134,Niclas Füllkrug,us USA,FW,Union Berlin,23-197,2000,2,2,180,2.0,0,0,0,0,0,0,0,236,278.1,0,71.15
135,Niclas Füllkrug,us USA,FW,Union Berlin,23-197,2000,28,26,2152,23.9,12,8,20,3,3,1,0,236,278.1,0,71.15
136,Cristian Gamboa,us USA,DF,Union Berlin,23-197,2000,21,12,1173,13.0,0,1,1,0,0,6,0,81,141.5,0,0
137,Dennis Geiger,us USA,MF,Union Berlin,23-197,2000,3,0,64,0.7,0,0,0,0,0,1,0,9,9,0,0
138,Yannick Gerhardt,us USA,MFDF,Union Berlin,23-197,2000,25,18,1630,18.1,2,1,3,0,0,5,0,133,214.3,2,0
139,Anwar El Ghazi,us USA,MFDF,Union Berlin,23-197,2000,3,0,54,0.6,0,1,1,0,0,0,0,7,8.1,0,0
140,Benedikt Gimber,us USA,DF,Union Berlin,23-197,2000,22,22,1841,20.5,1,1,2,0,0,9,0,194,204.6,1,0
141,Matthias Ginter,us USA,DF,Union Berlin,23-197,2000,23,22,1913,21.3,0,2,2,0,0,3,0,149,207.3,0,0
142,Klaus Gjasula,us USA,DFMF,Union Berlin,23-197,2000,20,16,1234,13.7,0,0,0,0,0,5,1,138,153.9,0,0
143,Serge Gnabry,us USA,FWMF,Union Berlin,23-197,2000,10,5,432,4.8,3,1,4,0,0,0,0,39,53.3,3,0
144,Leon Goretzka,us USA,MF,Union Berlin,23-197,2000,28,23,2078,23.1,5,7,12,0,0,3,0,205,248.9,5,0
145,Robin Gosens,us USA,DF,Union Berlin,23-197,2000,28,25,2103,23.4,6,3,9,0,0,8,1,251,283.5,6,77.29
146,Mario Götze,us USA,MF,Union Berlin,23-197,2000,28,21,1889,21.0,3,2,5,0,0,5,1,195,255.1,3,0
147,Jeffrey Gouweleeuw,us USA,DF,Union Berlin,23-197,2000,28,27,2413,26.8,1,0,1,0,0,6,0,208,270.7,1,80.27
148,Jens Grahl,us USA,GK,Union Berlin,23-197,2000,2,2,180,2.0,0,1,1,0,0,0,0,0,9.8,0,0
149,Ryan Gravenberch,us USA,FW,Union Berlin,23-197,2000,1,0,10,0.1,0,0,0,0,0,1,0,2,1.5,0,0
150,Michael Gregoritsch,us USA,FW,Union Berlin,23-197,2000,30,18,1574,17.5,7,4,11,0,0,2,0,180,179.6,7,0
151,Vincenzo Grifo,us USA,MFFW,Union Berlin,23-197,2000,30,27,2145,23.8,8,7,15,6,6,2,0,150,266.7,8,80.06
152,Florian Grillitsch,us USA,DFMF,Union Berlin,23-197,2000,28,23,2115,23.5,1,4,5,0,0,7,0,219,263.2,1,87.41
153,Álex Grimaldo,us USA,DF,Union Berlin,23-197,2000,31,30,2704,30.0,9,13,22,0,0,1,0,0,0,0,0
154,Christian Groß,us USA,DFMF,Union Berlin,23-197,2000,18,8,776,8.6,0,1,1,0,0,1,0,83,99.9,0,0
155,Brajan Gruda,us USA,MFFW,Union Berlin,23-197,2000,26,17,1469,16.3,3,2,5,0,0,5,0,225,190.7,3,0
156,Ilia Gruev,us USA,MF,Union Berlin,23-197,2000,1,0,4,0.0,0,0,0,0,0,0,0,0,1.3,0,0
157,Raphaël Guerreiro,us USA,DFMF,Union Berlin,23-197,2000,20,13,1191,13.2,3,0,3,0,0,2,0,84,151.8,3,0
158,Josuha Guilavogui,us USA,DF,Union Berlin,23-197,2000,10,5,408,4.5,0,1,1,0,0,1,0,60,47.1,0,0
159,Serhou Guirassy,us USA,FW,Union Berlin,23-197,2000,26,23,2034,22.6,25,2,27,4,4,0,0,254,228.8,0,84.21
160,Péter Gulácsi,us USA,GK,Union Berlin,23-197,2000,12,12,1080,12.0,0,0,0,0,0,0,0,0,67.7,0,0
161,Manuel Gulde,us USA,DF,Union Berlin,23-197,2000,26,22,1991,22.1,1,0,1,0,0,5,1,155,221.2,1,87.45
162,Robert Gumny,us USA,DF,Union Berlin,23-197,2000,13,6,481,5.3,0,0,0,0,0,3,0,45,61.2,0,0
163,Christian Günter,us USA,DF,Union Berlin,23-197,2000,13,11,925,10.3,1,1,2,0,0,1,0,49,97.3,1,0
164,Janik Haberer,us USA,MFDF,Union Berlin,23-197,2000,19,14,1148,12.8,0,1,1,0,0,6,0,117,157.1,0,0
165,Robin Hack,us USA,FWMF,Union Berlin,23-197,2000,28,13,1261,14.0,9,2,11,0,0,2,0,146,172.8,9,0
166,Amadou Haidara,us USA,MF,Union Berlin,23-197,2000,19,17,1358,15.1,2,1,3,0,0,5,0,165,171.4,2,0
