1,Brenden Aaronson,us USA,MFFW,Union Berlin,23-197,2000,28,12,1135,12.6,2,1,3,0,0,3,1,178,168.6,2,0
167,Sébastien Haller,us USA,FW,Union Berlin,23-197,2000,14,5,396,4.4,0,1,1,0,0,2,0,53,51.6,0,0
168,Andreas Hanche-Olsen,us USA,DF,Union Berlin,23-197,2000,13,10,812,9.0,1,0,1,0,0,3,0,86,97.2,1,0
169,Isak Hansen-Aarøen,us USA,MF,Union Berlin,23-197,2000,2,0,26,0.3,0,0,0,0,0,1,0,0,0,0,0
170,Genki Haraguchi,us USA,MF,Union Berlin,23-197,2000,1,0,21,0.2,0,0,0,0,0,0,0,2,3.2,0,0
171,Makoto Hasebe,us USA,DFMF,Union Berlin,23-197,2000,7,2,217,2.4,0,0,0,0,0,1,0,19,28.4,0,0
172,Thorgan Hazard,us USA,DF,Union Berlin,23-197,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,1.6,0,0
173,Dominique Heintz,us USA,DF,Union Berlin,23-197,2000,10,5,462,5.1,0,0,0,0,0,0,0,32,59.5,0,0
174,Benjamin Henrichs,us USA,DF,Union Berlin,23-197,2000,31,26,2347,26.1,1,5,6,0,0,3,0,263,264.3,1,79.91
175,Patrick Herrmann,us USA,DFFW,Union Berlin,23-197,2000,6,0,71,0.8,0,0,0,0,0,0,0,12,12.9,0,0
176,Piero Hincapié,us USA,DF,Union Berlin,23-197,2000,25,16,1463,16.3,1,2,3,0,0,2,0,0,0,0,0
177,Adam Hložek,us USA,MFFW,Union Berlin,23-197,2000,23,5,459,5.1,2,3,5,0,0,1,0,54,67.5,2,0
178,Nicolas Höfler,us USA,MF,Union Berlin,23-197,2000,26,24,2158,24.0,1,1,2,0,0,10,1,241,261.5,1,87.89
179,Jonas Hofmann,us USA,MF,Union Berlin,23-197,2000,30,25,2087,23.2,5,6,11,0,0,3,0,124,277.5,5,83.84
180,Philipp Hofmann,us USA,FW,Union Berlin,23-197,2000,27,16,1421,15.8,4,2,6,0,0,1,0,214,152.3,4,0
181,Lucas Höler,us USA,FWMF,Union Berlin,23-197,2000,31,25,2233,24.8,7,2,9,1,2,7,0,267,271.8,7,70.42
182,Fabian Holland,us USA,MFDF,Union Berlin,23-197,2000,23,23,1835,20.4,0,2,2,0,0,4,1,171,213.1,0,0
183,Benedict Hollerbach,us USA,FWMF,Union Berlin,23-197,2000,26,15,1217,13.5,4,0,4,0,0,2,0,203,177.9,4,0
184,Gerrit Holtmann,us USA,MFFW,Union Berlin,23-197,2000,9,2,357,4.0,0,0,0,0,0,1,0,46,43.4,0,0
185,Franck Honorat,us USA,FWDF,Union Berlin,23-197,2000,31,27,2288,25.4,3,9,12,0,0,1,0,156,285.7,3,75.29
186,Mathias Honsak,us USA,MFFW,Union Berlin,23-197,2000,21,9,951,10.6,1,1,2,0,0,1,0,88,120.5,1,0
187,Fraser Hornby,us USA,FWMF,Union Berlin,23-197,2000,7,1,217,2.4,0,0,0,0,0,1,0,18,29,0,0
188,Lukáš Hrádecký,us USA,GK,Union Berlin,23-197,2000,31,31,2790,31.0,0,0,0,0,0,2,0,0,156.4,0,0
189,Timo Hübers,us USA,DF,Union Berlin,23-197,2000,29,29,2598,28.9,0,0,0,0,0,5,0,300,298.5,0,88.01
190,Mats Hummels,us USA,DF,Union Berlin,23-197,2000,24,19,1491,16.6,3,0,3,0,0,4,1,182,167.4,3,0
191,Denis Huseinbasic,us USA,MF,Union Berlin,23-197,2000,25,17,1537,17.1,0,3,3,0,0,4,0,0,0,0,0
192,Iago,us USA,DFFW,Union Berlin,23-197,2000,21,16,1442,16.0,1,1,2,0,0,3,0,0,0,0,0
193,Borja Iglesias,us USA,FWDF,Union Berlin,23-197,2000,6,2,234,2.6,0,0,0,0,0,0,0,18,29.6,0,0
194,Joel Imasuen,us USA,FW,Union Berlin,23-197,2000,1,0,2,0.0,0,0,0,0,0,0,0,0,0.7,0,0
195,Thomas Isherwood,us USA,DF,Union Berlin,23-197,2000,11,8,612,6.8,0,0,0,0,0,1,0,37,74.2,0,0
196,Ko Itakura,us USA,DFMF,Union Berlin,23-197,2000,18,16,1416,15.7,3,0,3,0,0,8,0,131,154,3,0
197,Hiroki Ito,us USA,DF,Union Berlin,23-197,2000,24,23,2059,22.9,0,2,2,0,0,1,0,143,240.6,0,0
198,Lee Jae-sung,us USA,MFFW,Union Berlin,23-197,2000,27,22,1955,21.7,4,3,7,0,0,5,0,0,0,0,0
199,Paul Jaeckel,us USA,DF,Union Berlin,23-197,2000,5,2,227,2.5,0,0,0,0,0,0,0,20,26.9,0,0
200,Kristijan Jakić,us USA,MF,Union Berlin,23-197,2000,13,12,961,10.7,2,1,3,0,0,4,0,128,151.4,2,0
201,Kristijan Jakić,us USA,MFFW,Union Berlin,23-197,2000,4,1,200,2.2,0,0,0,0,0,1,0,128,151.4,2,0
202,Tony Jantschke,us USA,DFMF,Union Berlin,23-197,2000,3,0,21,0.2,0,0,0,0,0,0,0,10,4.3,0,0
203,Fredrik Jensen,us USA,MFFW,Union Berlin,23-197,2000,22,18,1338,14.9,2,4,6,0,0,1,0,106,176.9,2,0
204,Moritz Jenz,us USA,DF,Union Berlin,23-197,2000,21,20,1697,18.9,0,1,1,0,0,7,1,145,193.6,0,0
205,Anthony Jung,us USA,DFFW,Union Berlin,23-197,2000,29,28,2399,26.7,0,0,0,0,0,4,1,182,286.9,0,89.02
206,Josip Juranović,us USA,DF,Union Berlin,23-197,2000,19,13,1192,13.2,0,2,2,0,0,2,0,0,0,0,0
207,David Jurásek,us USA,DF,Union Berlin,23-197,2000,11,4,447,5.0,0,1,1,0,0,1,0,42,60,0,0
208,Julian Justvan,us USA,FWMF,Union Berlin,23-197,2000,4,0,49,0.5,0,0,0,0,0,0,0,87,122.9,2,0
209,Julian Justvan,us USA,MFFW,Union Berlin,23-197,2000,12,10,908,10.1,2,2,4,0,0,1,0,87,122.9,2,0
210,Ozan Kabak,us USA,DF,Union Berlin,23-197,2000,26,26,2147,23.9,3,0,3,0,0,11,1,249,248.5,3,89.1
211,Pavel Kadeřábek,us USA,DFFW,Union Berlin,23-197,2000,27,26,2232,24.8,2,3,5,0,0,7,0,190,281.9,2,72.66
212,Florian Kainz,us USA,MFFW,Union Berlin,23-197,2000,31,27,2062,22.9,4,4,8,4,4,3,0,165,257.2,4,75.89
213,Sasa Kalajdzic,us USA,FW,Union Berlin,23-197,2000,5,5,325,3.6,0,1,1,0,0,0,0,0,0,0,0
214,Jakub Kamiński,us USA,FWMF,Union Berlin,23-197,2000,15,3,338,3.8,0,1,1,0,0,0,0,0,0,0,0
215,Kevin Kampl,us USA,MF,Union Berlin,23-197,2000,24,14,1335,14.8,1,0,1,0,0,3,0,98,172.1,1,0
216,Harry Kane,us USA,FW,Union Berlin,23-197,2000,32,32,2839,31.5,36,8,44,5,5,2,0,221,316.3,0,74.38
217,Atakan Karazor,us USA,MF,Union Berlin,23-197,2000,31,30,2560,28.4,0,3,3,0,0,9,0,317,331.5,0,0
218,Emir Karic,us USA,DF,Union Berlin,23-197,2000,25,16,1613,17.9,0,0,0,0,0,4,0,162,207.3,0,0
219,Silas Katompa,us USA,FWMF,Union Berlin,23-197,2000,25,8,846,9.4,4,2,6,0,1,0,0,0,0,0,0
220,Mikkel Kaufmann,us USA,FW,Union Berlin,23-197,2000,18,4,486,5.4,1,0,1,0,0,0,0,78,65.7,1,0
221,Naby Keïta,us USA,MFDF,Union Berlin,23-197,2000,5,1,109,1.2,0,0,0,0,0,2,0,9,15.1,0,0
222,Yannik Keitel,us USA,DFMF,Union Berlin,23-197,2000,13,9,740,8.2,1,0,1,0,0,0,0,83,87.9,1,0
223,Thomas Keller,us USA,MFFW,Union Berlin,23-197,2000,2,0,2,0.0,0,0,0,0,0,0,0,0,1.5,0,0
224,Aljoscha Kemlein,us USA,MF,Union Berlin,23-197,2000,2,0,29,0.3,0,0,0,0,0,0,0,3,5.4,0,0
225,Tobias Kempe,us USA,MF,Union Berlin,23-197,2000,22,14,1250,13.9,3,2,5,3,3,1,0,102,162.1,3,0
226,Rani Khedira,us USA,MF,Union Berlin,23-197,2000,19,17,1298,14.4,0,0,0,0,0,4,1,145,158.8,0,0
227,Luca Kilian,us USA,DF,Union Berlin,23-197,2000,13,6,635,7.1,0,0,0,0,0,1,0,53,78,0,0
228,Joshua Kimmich,us USA,MFDF,Union Berlin,23-197,2000,26,25,1996,22.2,1,6,7,0,0,1,1,158,260.5,1,0
229,Christoph Klarer,us USA,DF,Union Berlin,23-197,2000,28,26,2174,24.2,2,2,4,0,0,8,0,173,248.6,2,89.15
230,Tim Kleindienst,us USA,FW,Union Berlin,23-197,2000,32,32,2779,30.9,12,3,15,2,2,5,0,0,0,0,61.74
231,Lukas Klostermann,us USA,DF,Union Berlin,23-197,2000,23,14,1270,14.1,1,0,1,0,0,3,0,97,154.2,1,0
232,Ansgar Knauff,us USA,MFFW,Union Berlin,23-197,2000,29,22,1929,21.4,7,1,8,0,0,6,1,233,239.7,7,0
233,Robin Knoche,us USA,DF,Union Berlin,23-197,2000,22,18,1737,19.3,0,0,0,0,1,0,0,151,209.9,0,0
234,Gregor Kobel,us USA,GK,Union Berlin,23-197,2000,26,26,2275,25.3,0,0,0,0,0,1,0,0,147.2,0,0
235,Robin Koch,us USA,DF,Union Berlin,23-197,2000,29,29,2558,28.4,2,0,2,0,0,9,0,229,305,2,0
236,Dominik Kohr,us USA,DFMF,Union Berlin,23-197,2000,29,25,2004,22.3,1,0,1,0,0,14,1,236,238,1,81.13
237,Randal Kolo Muani,us USA,FW,Union Berlin,23-197,2000,2,2,153,1.7,1,0,1,0,0,0,0,17,15,1,0
238,Mert Kömür,us USA,MFDF,Union Berlin,23-197,2000,3,0,45,0.5,0,0,0,0,0,0,0,7,7.1,0,0
239,Kouadio Koné,us USA,MF,Union Berlin,23-197,2000,20,16,1392,15.5,1,0,1,0,0,4,1,0,0,0,0
240,Odilon Kossonou,us USA,DF,Union Berlin,23-197,2000,20,19,1658,18.4,1,0,1,0,0,3,0,0,0,0,0
241,Tomáš Koubek,us USA,GK,Union Berlin,23-197,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,4.4,0,0
242,Matej Kovar,us USA,GK,Union Berlin,23-197,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0,0,0
243,Dawid Kownacki,us USA,FWMF,Union Berlin,23-197,2000,20,3,359,4.0,0,0,0,0,0,0,0,49,51.7,0,0
244,Alex Král,us USA,MF,Union Berlin,23-197,2000,24,13,1370,15.2,0,0,0,0,0,2,0,113,187.6,0,0
245,Andrej Kramarić,us USA,MFFW,Union Berlin,23-197,2000,28,23,2019,22.4,12,3,15,5,5,3,0,128,270,0,84.19
246,Christoph Kramer,us USA,MF,Union Berlin,23-197,2000,14,1,249,2.8,0,0,0,0,0,4,0,46,41.5,0,0
247,Frans Krätzig,us USA,DF,Union Berlin,23-197,2000,4,0,56,0.6,0,0,0,0,0,0,0,7,8.2,0,0
248,Tom Krauß,us USA,MF,Union Berlin,23-197,2000,28,13,1342,14.9,1,2,3,0,0,5,0,166,172,1,0
249,Lukas Kübler,us USA,DF,Union Berlin,23-197,2000,24,20,1667,18.5,1,0,1,0,0,6,0,181,203.3,1,0
250,Christian Kühlwetter,us USA,MF,Union Berlin,23-197,2000,1,0,8,0.1,0,1,1,0,0,0,0,0,1.6,0,0
251,Moritz-Broni Kwarteng,us USA,FW,Union Berlin,23-197,2000,11,2,281,3.1,0,1,1,0,0,1,1,32,36.7,0,0
252,Maxence Lacroix,us USA,DF,Union Berlin,23-197,2000,26,25,2182,24.2,4,1,5,0,0,4,3,239,247.6,4,87.02
253,Aïssa Laïdouni,us USA,MF,Union Berlin,23-197,2000,22,10,1060,11.8,0,3,3,0,0,1,0,0,0,0,0
254,Konrad Laimer,us USA,DFMF,Union Berlin,23-197,2000,27,17,1665,18.5,0,3,3,0,0,3,0,220,202.8,0,0
255,Stefan Lainer,us USA,DFMF,Union Berlin,23-197,2000,14,7,661,7.3,0,1,1,0,0,2,0,73,85,0,0
256,Hugo Larsson,us USA,MF,Union Berlin,23-197,2000,27,21,1858,20.6,2,1,3,0,0,1,0,134,261.1,2,0
257,Diogo Leite,us USA,DF,Union Berlin,23-197,2000,30,29,2551,28.3,0,0,0,0,0,6,0,270,330.9,0,84.49
258,Maxim Leitsch,us USA,DF,Union Berlin,23-197,2000,7,4,379,4.2,0,0,0,0,0,0,0,33,45.6,0,0
259,Christopher Lenz,us USA,DFMF,Union Berlin,23-197,2000,4,0,36,0.4,0,0,0,0,0,0,0,10,8.3,0,0
260,Christopher Lenz,us USA,DF,Union Berlin,23-197,2000,1,0,10,0.1,0,0,0,0,0,0,0,10,8.3,0,0
261,Jamie Leweling,us USA,FWMF,Union Berlin,23-197,2000,32,15,1397,15.5,4,4,8,0,0,3,0,151,173.7,4,0
262,Philipp Lienhart,us USA,DF,Union Berlin,23-197,2000,15,14,1265,14.1,1,0,1,0,0,3,0,105,150.5,1,0
263,Matthijs de Ligt,us USA,DF,Union Berlin,23-197,2000,20,15,1284,14.3,2,0,2,0,0,5,0,112,151,2,0
264,Jesper Lindstrøm,us USA,FW,Union Berlin,23-197,2000,1,1,83,0.9,0,0,0,0,0,0,0,0,0,0,0
265,Dejan Ljubicic,us USA,MFFW,Union Berlin,23-197,2000,25,23,1958,21.8,0,2,2,0,0,6,0,160,266.3,0,83.09
266,Noah Loosli,us USA,DF,Union Berlin,23-197,2000,10,2,346,3.8,0,0,0,0,0,1,0,39,44.6,0,0
267,Anthony Losilla,us USA,MF,Union Berlin,23-197,2000,29,29,2440,27.1,1,2,3,0,0,10,0,296,315,1,78.57
268,Castello Lukeba,us USA,DF,Union Berlin,23-197,2000,30,22,2011,22.3,1,0,1,0,0,3,0,163,230.3,1,0
269,Andreas Luthe,us USA,GK,Union Berlin,23-197,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,5.9,0,0
270,Senne Lynen,us USA,MF,Union Berlin,23-197,2000,30,18,1662,18.5,0,3,3,0,0,5,0,181,225.4,0,0
271,Ian Maatsen,us USA,DF,Union Berlin,23-197,2000,14,14,1129,12.5,1,2,3,0,0,5,0,100,140.2,1,0
272,Matej Maglica,us USA,DF,Union Berlin,23-197,2000,24,19,1518,16.9,1,0,1,0,0,7,2,161,174.1,1,0
273,Arne Maier,us USA,MF,Union Berlin,23-197,2000,20,9,855,9.5,2,3,5,0,0,0,0,64,117.2,2,0
274,Linton Maina,us USA,FWMF,Union Berlin,23-197,2000,29,20,1740,19.3,1,2,3,0,0,3,0,125,216.7,1,0
275,Patrick Mainka,us USA,DF,Union Berlin,23-197,2000,32,32,2880,32.0,2,0,2,0,0,1,0,356,347.8,2,87.94
276,Lovro Majer,us USA,MFFW,Union Berlin,23-197,2000,30,23,1926,21.4,5,5,10,2,2,3,0,226,276.2,5,0
277,Jordy Makengo,us USA,DF,Union Berlin,23-197,2000,18,9,902,10.0,0,0,0,0,0,0,0,93,116.1,0,0
278,Julián Malatini,us USA,DF,Union Berlin,23-197,2000,11,6,602,6.7,1,0,1,0,0,1,0,67,75.8,1,0
279,Donyell Malen,us USA,FWMF,Union Berlin,23-197,2000,25,20,1706,19.0,12,1,13,0,0,5,0,153,191.3,0,0
280,Lennard Maloney,us USA,MF,Union Berlin,23-197,2000,27,26,2169,24.1,1,1,2,0,0,1,0,223,307.7,1,80.38
281,David Mamutovic,us USA,FWDF,Union Berlin,23-197,2000,2,0,11,0.1,0,0,0,0,0,0,0,4,2.7,0,0
282,Braydon Manu,us USA,MF,Union Berlin,23-197,2000,4,3,171,1.9,0,0,0,0,0,1,0,10,21.9,0,0
283,Omar Marmoush,us USA,FWMF,Union Berlin,23-197,2000,27,25,2121,23.6,11,6,17,1,1,7,0,271,243.8,0,71.98
284,Eric Martel,us USA,MF,Union Berlin,23-197,2000,28,27,2322,25.8,1,1,2,0,0,5,0,322,313.5,1,87.37
285,Erhan Mašović,us USA,DFMF,Union Berlin,23-197,2000,28,24,2174,24.2,0,0,0,0,0,7,0,203,254,0,82.32
286,Roberto Massimo,us USA,FWDF,Union Berlin,23-197,2000,5,0,84,0.9,0,0,0,0,0,1,0,10,11.6,0,0
287,Jean Mattéo Bahoya,us USA,MFFW,Union Berlin,23-197,2000,8,1,177,2.0,0,0,0,0,0,0,0,0,0,0,0
288,Philipp Max,us USA,DF,Union Berlin,23-197,2000,23,17,1350,15.0,1,2,3,0,0,2,0,97,174.3,1,0
289,Eric Maxim Choupo-Moting,us USA,MFFW,Union Berlin,23-197,2000,27,7,717,8.0,2,2,4,0,0,1,0,113,88.6,2,0
290,Noussair Mazraoui,us USA,DF,Union Berlin,23-197,2000,19,15,1197,13.3,0,3,3,0,0,3,0,155,141,0,0
291,Kevin Mbabu,us USA,DF,Union Berlin,23-197,2000,24,21,1957,21.7,0,2,2,0,0,4,0,250,221,0,73.46
292,Noah Mbamba,us USA,MF,Union Berlin,23-197,2000,3,0,16,0.2,0,1,1,0,0,0,0,4,3,0,0
293,Nathanael Mbuku,us USA,FW,Union Berlin,23-197,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,1.4,0,0
294,Marvin Mehlem,us USA,MF,Union Berlin,23-197,2000,18,17,1327,14.7,3,2,5,0,0,3,0,136,168,3,0
295,Thomas Meunier,us USA,DF,Union Berlin,23-197,2000,8,7,586,6.5,0,0,0,0,0,0,0,43,81.8,0,0
296,Alexander Meyer,us USA,GK,Union Berlin,23-197,2000,7,6,605,6.7,0,0,0,0,0,0,0,0,44.6,0,0
297,Sven Michel,us USA,FWMF,Union Berlin,23-197,2000,20,5,550,6.1,2,1,3,1,2,2,0,56,80.5,2,0
298,Enzo Millot,us USA,MF,Union Berlin,23-197,2000,29,25,2068,23.0,5,2,7,1,1,5,0,232,262.5,5,87.29
299,Jovan Milošević,us USA,FWMF,Union Berlin,23-197,2000,5,0,28,0.3,0,0,0,0,0,0,0,4,6,0,0
300,Kim Min-jae,us USA,DF,Union Berlin,23-197,2000,24,21,1896,21.1,1,1,2,0,0,3,0,0,0,0,0
301,Maximilian Mittelstädt,us USA,DF,Union Berlin,23-197,2000,29,21,1923,21.4,2,4,6,0,0,5,0,299,238.4,2,88.54
302,Marko Mladenović,us USA,MF,Union Berlin,23-197,2000,1,0,6,0.1,0,0,0,0,0,0,0,1,1.5,0,0
303,Max Moerstedt,us USA,FW,Union Berlin,23-197,2000,1,0,12,0.1,0,0,0,0,0,0,0,0,2.3,0,0
304,Mateu Morey,us USA,DF,Union Berlin,23-197,2000,2,1,65,0.7,0,0,0,0,0,0,0,0,0,0,0
305,Youssoufa Moukoko,us USA,FW,Union Berlin,23-197,2000,19,3,535,5.9,5,0,5,0,0,1,0,45,71.8,5,0
306,Andreas Müller,us USA,MF,Union Berlin,23-197,2000,10,2,331,3.7,0,0,0,0,0,3,0,30,48.2,0,0
307,Jannik Müller,us USA,DFMF,Union Berlin,23-197,2000,15,11,1044,11.6,0,0,0,0,0,4,0,100,120.4,0,0
308,Kevin Müller,us USA,GK,Union Berlin,23-197,2000,32,32,2880,32.0,0,0,0,0,0,1,0,0,176,0,0
309,Marcus Müller,us USA,MF,Union Berlin,23-197,2000,1,0,18,0.2,0,0,0,0,0,0,0,2,2.6,0,0
310,Thomas Müller,us USA,MFFW,Union Berlin,23-197,2000,29,18,1474,16.4,5,7,12,0,0,0,0,157,181,5,0
311,Jamal Musiala,us USA,MFFW,Union Berlin,23-197,2000,24,20,1755,19.5,10,5,15,0,0,2,0,296,202.7,0,0
312,Florent Muslija,us USA,MF,Union Berlin,23-197,2000,9,0,97,1.1,0,0,0,0,0,0,0,15,17.4,0,0
313,Phillipp Mwene,us USA,DF,Union Berlin,23-197,2000,22,22,1906,21.2,1,2,3,0,0,4,1,154,241.1,1,0
314,Joakim Mæhle,us USA,DF,Union Berlin,23-197,2000,29,26,2362,26.2,2,3,5,0,0,5,0,214,318,2,82.96
315,Nathan N'Goumou,us USA,FWMF,Union Berlin,23-197,2000,31,13,1320,14.7,5,2,7,0,0,1,0,0,0,0,0
316,Stanley N'Soki,us USA,DF,Union Berlin,23-197,2000,11,7,631,7.0,0,0,0,0,0,3,1,0,0,0,0
317,Luca Netz,us USA,DF,Union Berlin,23-197,2000,28,24,2114,23.5,0,4,4,0,0,2,0,215,263.1,0,80.31
318,Manuel Neuer,us USA,GK,Union Berlin,23-197,2000,21,21,1890,21.0,0,0,0,0,0,1,0,0,108.3,0,0
319,Florian Neuhaus,us USA,MF,Union Berlin,23-197,2000,24,15,1222,13.6,4,2,6,1,1,4,0,112,153.6,4,0
320,Jessic Ngankam,us USA,FWMF,Union Berlin,23-197,2000,7,2,184,2.0,0,0,0,0,0,0,1,44,64.3,0,0
321,Jessic Ngankam,us USA,FW,Union Berlin,23-197,2000,15,2,280,3.1,0,0,0,0,1,2,0,44,64.3,0,0
322,Moritz Nicolas,us USA,GK,Union Berlin,23-197,2000,27,27,2430,27.0,0,0,0,0,0,2,0,0,146.2,0,0
323,Justin Njinmah,us USA,FW,Union Berlin,23-197,2000,24,10,1016,11.3,6,2,8,0,0,1,0,86,127.9,6,0
324,Niels Nkounkou,us USA,DFMF,Union Berlin,23-197,2000,27,13,1293,14.4,3,2,5,0,0,5,1,200,162.3,3,0
325,Felix Nmecha,us USA,MF,Union Berlin,23-197,2000,18,9,944,10.5,1,2,3,0,0,3,0,125,124.2,1,0
326,Lukas Nmecha,us USA,FW,Union Berlin,23-197,2000,3,0,42,0.5,1,0,1,0,0,0,0,9,7.4,1,0
327,Alexander Nübel,us USA,GK,Union Berlin,23-197,2000,28,28,2520,28.0,0,0,0,0,0,1,0,0,149.7,0,0
328,Kasim Nuhu,us USA,DF,Union Berlin,23-197,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0
329,Fabian Nürnberger,us USA,DFMF,Union Berlin,23-197,2000,20,16,1458,16.2,1,1,2,0,0,2,0,140,177.4,1,0
330,Tim Oermann,us USA,DF,Union Berlin,23-197,2000,14,7,567,6.3,0,0,0,0,0,2,0,73,71,0,0
331,Masaya Okugawa,us USA,FWDF,Union Berlin,23-197,2000,2,0,32,0.4,0,0,0,0,0,0,0,2,5.1,0,0
332,Finn Ole Becker,us USA,MF,Union Berlin,23-197,2000,21,5,587,6.5,0,0,0,0,0,1,0,0,0,0,0
333,Mathias Olesen,us USA,MFFW,Union Berlin,23-197,2000,6,0,112,1.2,0,0,0,0,0,2,1,10,18.4,0,0
